x,y
2520,812
2520,7397
2521,672
2521,7537
2526,3965
2526,4244
2527,1083
2527,7126
2528,1725
2528,6484
2529,1087
2529,7122
2530,2370
2530,5839
2532,3809
2532,4400
2534,4065
2534,4144
2535,782
2535,7427
2537,1467
2537,6742
2538,227
2538,7982
2539,3647
2539,4562
2540,1868
2540,6341
2541,2652
2541,5557
2542,3196
2542,5013
2546,3258
2546,4951
2547,2987
2547,5222
2550,2731
2550,5478
2552,3356
2552,4853
2555,73
2555,8136
2556,2271
2556,5938
2558,426
2558,7783
2563,520
2563,7689
2564,2633
2564,5576
2565,4061
2565,4148
2570,583
2570,7626
2571,1567
2571,6642
2575,1271
2575,6938
2577,4068
2577,4141
2580,770
2580,7439
2582,667
2582,7542
2583,823
2583,7386
2587,556
2587,7653
2588,2696
2588,5513
2589,2511
2589,5698
2590,3951
2590,4258
2592,3683
2592,4526
2593,4020
2593,4189
2596,3532
2596,4677
2598,3328
2598,4881
2602,1641
2602,6568
2603,2440
2603,5769
2604,2818
2604,5391
2606,515
2606,7694
2607,2891
2607,5318
2611,3337
2611,4872
2612,383
2612,7826
2613,364
2613,7845
2618,1546
2618,6663
2621,3597
2621,4612
2623,4058
2623,4151
2630,1267
2630,6942
2631,3205
2631,5004
2632,128
2632,8081
2634,3581
2634,4628
2635,421
2635,7788
2636,3273
2636,4936
2637,2714
2637,5495
2638,1468
2638,6741
2639,1597
2639,6612
2642,3600
2642,4609
2645,1136
2645,7073
2646,565
2646,7644
2647,2029
2647,6180
2648,1631
2648,6578
2650,2144
2650,6065
2651,2765
2651,5444
2652,266
2652,7943
2653,3863
2653,4346
2654,1543
2654,6666
2659,2121
2659,6088
2662,812
2662,7397
2665,806
2665,7403
2667,3966
2667,4243
2668,3702
2668,4507
2669,3259
2669,4950
2670,1918
2670,6291
2675,338
2675,7871
2676,864
2676,7345
2677,1896
2677,6313
2678,854
2678,7355
2683,3599
2683,4610
2685,1748
2685,6461
2688,2050
2688,6159
2691,2768
2691,5441
2692,2261
2692,5948
2696,17
2696,8192
2697,1533
2697,6676
2698,3428
2698,4781
2699,2594
2699,5615
2700,1600
2700,6609
2701,3111
2701,5098
2702,95
2702,8114
2707,2106
2707,6103
2708,3638
2708,4571
2710,364
2710,7845
2713,2649
2713,5560
2715,3852
2715,4357
2716,53
2716,8156
2718,1252
2718,6957
2719,762
2719,7447
2720,675
2720,7534
2723,2261
2723,5948
2725,3201
2725,5008
2726,86
2726,8123
2729,736
2729,7473
2731,189
2731,8020
2735,2443
2735,5766
2736,149
2736,8060
2739,3497
2739,4712
2740,1462
2740,6747
2742,2889
2742,5320
2743,3628
2743,4581
2744,1307
2744,6902
2745,3269
2745,4940
2747,1522
2747,6687
2749,2713
2749,5496
2752,854
2752,7355
2753,2716
2753,5493
2763,2905
2763,5304
2765,2885
2765,5324
2768,3650
2768,4559
2769,2629
2769,5580
2773,3506
2773,4703
2775,1429
2775,6780
2776,551
2776,7658
2777,2631
2777,5578
2778,213
2778,7996
2779,854
2779,7355
2781,2725
2781,5484
2782,1870
2782,6339
2784,470
2784,7739
2787,728
2787,7481
2788,3406
2788,4803
2794,2261
2794,5948
2796,2405
2796,5804
2797,2752
2797,5457
2799,1932
2799,6277
2800,199
2800,8010
2806,411
2806,7798
2808,3280
2808,4929
2810,4098
2810,4111
2812,2590
2812,5619
2815,3052
2815,5157
2816,1358
2816,6851
2817,74
2817,8135
2818,2820
2818,5389
2819,784
2819,7425
2823,2888
2823,5321
2825,3775
2825,4434
2826,3983
2826,4226
2827,1168
2827,7041
2828,1455
2828,6754
2830,3485
2830,4724
2832,3093
2832,5116
2833,2890
2833,5319
2834,1437
2834,6772
2836,2392
2836,5817
2837,228
2837,7981
2838,2551
2838,5658
2840,1537
2840,6672
2845,2973
2845,5236
2846,778
2846,7431
2848,3968
2848,4241
2853,673
2853,7536
2856,475
2856,7734
2859,3644
2859,4565
2864,1612
2864,6597
2866,1359
2866,6850
2868,1191
2868,7018
2870,1497
2870,6712
2874,3275
2874,4934
2875,275
2875,7934
2877,1721
2877,6488
2878,2602
2878,5607
2879,2882
2879,5327
2880,156
2880,8053
2882,2959
2882,5250
2884,1134
2884,7075
2885,2705
2885,5504
2886,364
2886,7845
2887,3039
2887,5170
2888,521
2888,7688
2889,2260
2889,5949
2893,2390
2893,5819
2894,2025
2894,6184
2895,1517
2895,6692
2896,1118
2896,7091
2898,2118
2898,6091
2899,2530
2899,5679
2901,1443
2901,6766
2902,2413
2902,5796
2903,4055
2903,4154
2905,2718
2905,5491
2909,3613
2909,4596
2911,944
2911,7265
2913,1804
2913,6405
2914,3644
2914,4565
2916,2682
2916,5527
2917,3137
2917,5072
2922,3306
2922,4903
2926,798
2926,7411
2927,2181
2927,6028
2929,2795
2929,5414
2931,3327
2931,4882
2935,1515
2935,6694
2938,1938
2938,6271
2941,4088
2941,4121
2942,2138
2942,6071
2945,752
2945,7457
2946,1737
2946,6472
2947,1210
2947,6999
2948,1557
2948,6652
2949,2956
2949,5253
2951,2516
2951,5693
2952,77
2952,8132
2956,1571
2956,6638
2957,3860
2957,4349
2961,1554
2961,6655
2963,1028
2963,7181
2965,3845
2965,4364
2967,1643
2967,6566
2968,2276
2968,5933
2969,2653
2969,5556
2970,1773
2970,6436
2972,669
2972,7540
2976,3341
2976,4868
2977,1155
2977,7054
2978,637
2978,7572
2980,3709
2980,4500
2985,1300
2985,6909
2989,2467
2989,5742
2990,1183
2990,7026
2992,455
2992,7754
2993,3402
2993,4807
2994,2099
2994,6110
2995,2889
2995,5320
2996,2058
2996,6151
3005,192
3005,8017
3009,136
3009,8073
3011,3423
3011,4786
3012,3427
3012,4782
3013,1103
3013,7106
3014,2044
3014,6165
3015,2733
3015,5476
3017,1739
3017,6470
3022,1456
3022,6753
3023,1823
3023,6386
3026,2352
3026,5857
3027,812
3027,7397
3028,2210
3028,5999
3029,3414
3029,4795
3031,2809
3031,5400
3032,751
3032,7458
3034,3276
3034,4933
3037,3422
3037,4787
3038,1372
3038,6837
3039,2705
3039,5504
3040,1231
3040,6978
3041,1559
3041,6650
3042,2543
3042,5666
3045,3210
3045,4999
3046,3017
3046,5192
3048,2655
3048,5554
3050,279
3050,7930
3051,207
3051,8002
3052,3366
3052,4843
3053,2194
3053,6015
3054,1740
3054,6469
3056,1609
3056,6600
3057,345
3057,7864
3058,3083
3058,5126
3060,1833
3060,6376
3061,2935
3061,5274
3062,335
3062,7874
3063,3442
3063,4767
3064,2868
3064,5341
3065,3020
3065,5189
3067,746
3067,7463
3069,1411
3069,6798
3070,1900
3070,6309
3074,2516
3074,5693
3077,2753
3077,5456
3083,1298
3083,6911
3085,2142
3085,6067
3087,1827
3087,6382
3088,355
3088,7854
3091,4051
3091,4158
3093,487
3093,7722
3100,871
3100,7338
3102,180
3102,8029
3104,761
3104,7448
3105,839
3105,7370
3106,3874
3106,4335
3108,2034
3108,6175
3109,3784
3109,4425
3112,3374
3112,4835
3114,3040
3114,5169
3115,1274
3115,6935
3118,1492
3118,6717
3120,2541
3120,5668
3121,3455
3121,4754
3123,846
3123,7363
3124,3358
3124,4851
3126,3770
3126,4439
3127,2948
3127,5261
3128,3604
3128,4605
3130,1596
3130,6613
3131,2613
3131,5596
3133,4026
3133,4183
3134,393
3134,7816
3137,2266
3137,5943
3139,1012
3139,7197
3143,1331
3143,6878
3144,1427
3144,6782
3146,2487
3146,5722
3149,2476
3149,5733
3150,1098
3150,7111
3151,100
3151,8109
3152,3789
3152,4420
3153,3141
3153,5068
3155,2489
3155,5720
3156,3003
3156,5206
3157,2343
3157,5866
3158,464
3158,7745
3161,1504
3161,6705
3162,1969
3162,6240
3165,3411
3165,4798
3168,275
3168,7934
3171,3943
3171,4266
3172,1574
3172,6635
3176,279
3176,7930
3177,2596
3177,5613
3179,1325
3179,6884
3182,3424
3182,4785
3184,3747
3184,4462
3185,1509
3185,6700
3186,542
3186,7667
3189,1472
3189,6737
3191,3477
3191,4732
3192,3895
3192,4314
3195,2645
3195,5564
3198,167
3198,8042
3199,184
3199,8025
3200,3436
3200,4773
3205,358
3205,7851
3206,1972
3206,6237
3207,673
3207,7536
3209,3738
3209,4471
3210,2792
3210,5417
3211,624
3211,7585
3212,2449
3212,5760
3213,2238
3213,5971
3214,240
3214,7969
3215,1034
3215,7175
3217,2204
3217,6005
3218,3968
3218,4241
3219,2764
3219,5445
3221,1719
3221,6490
3222,1534
3222,6675
3223,2228
3223,5981
3224,1057
3224,7152
3226,3202
3226,5007
3228,1484
3228,6725
3229,1599
3229,6610
3231,2283
3231,5926
3232,629
3232,7580
3233,2807
3233,5402
3234,3036
3234,5173
3237,2076
3237,6133
3238,1599
3238,6610
3242,89
3242,8120
3243,582
3243,7627
3244,1524
3244,6685
3246,3770
3246,4439
3248,2708
3248,5501
3251,1139
3251,7070
3253,2101
3253,6108
3256,2803
3256,5406
3257,1635
3257,6574
3261,1379
3261,6830
3262,3372
3262,4837
3264,545
3264,7664
3267,1575
3267,6634
3268,1673
3268,6536
3271,970
3271,7239
3272,1821
3272,6388
3273,3172
3273,5037
3274,3901
3274,4308
3275,1002
3275,7207
3277,333
3277,7876
3279,3736
3279,4473
3280,413
3280,7796
3285,796
3285,7413
3292,82
3292,8127
3293,2410
3293,5799
3294,2417
3294,5792
3296,1236
3296,6973
3298,3705
3298,4504
3299,802
3299,7407
3305,551
3305,7658
3306,18
3306,8191
3307,1689
3307,6520
3308,1781
3308,6428
3309,740
3309,7469
3311,3780
3311,4429
3316,1059
3316,7150
3317,3736
3317,4473
3318,2372
3318,5837
3319,2721
3319,5488
3321,45
3321,8164
3324,3469
3324,4740
3327,1074
3327,7135
3328,1174
3328,7035
3329,2567
3329,5642
3333,1842
3333,6367
3334,1946
3334,6263
3335,2551
3335,5658
3337,2724
3337,5485
3338,2187
3338,6022
3340,466
3340,7743
3343,1316
3343,6893
3344,1111
3344,7098
3345,2874
3345,5335
3347,1103
3347,7106
3349,3590
3349,4619
3350,660
3350,7549
3351,1589
3351,6620
3352,777
3352,7432
3353,3193
3353,5016
3356,3319
3356,4890
3358,1697
3358,6512
3359,3523
3359,4686
3362,3667
3362,4542
3363,3606
3363,4603
3365,1372
3365,6837
3368,216
3368,7993
3369,3534
3369,4675
3371,42
3371,8167
3374,255
3374,7954
3375,3306
3375,4903
3376,2603
3376,5606
3379,860
3379,7349
3380,2052
3380,6157
3381,743
3381,7466
3382,702
3382,7507
3383,1419
3383,6790
3386,707
3386,7502
3387,2483
3387,5726
3392,2855
3392,5354
3393,1821
3393,6388
3395,3160
3395,5049
3396,2663
3396,5546
3401,3909
3401,4300
3402,4093
3402,4116
3403,2449
3403,5760
3404,180
3404,8029
3406,159
3406,8050
3410,661
3410,7548
3411,2463
3411,5746
3412,2682
3412,5527
3415,2463
3415,5746
3417,2245
3417,5964
3418,4044
3418,4165
3419,155
3419,8054
3422,2014
3422,6195
3424,159
3424,8050
3427,896
3427,7313
3429,794
3429,7415
3430,2247
3430,5962
3432,4051
3432,4158
3433,1702
3433,6507
3434,2688
3434,5521
3436,1929
3436,6280
3437,3372
3437,4837
3440,2369
3440,5840
3441,1454
3441,6755
3442,713
3442,7496
3443,1898
3443,6311
3444,856
3444,7353
3450,592
3450,7617
3451,3584
3451,4625
3452,3429
3452,4780
3453,604
3453,7605
3454,1626
3454,6583
3455,616
3455,7593
3456,1726
3456,6483
3458,695
3458,7514
3459,2778
3459,5431
3460,3944
3460,4265
3462,435
3462,7774
3464,3429
3464,4780
3465,844
3465,7365
3466,2776
3466,5433
3467,2440
3467,5769
3468,103
3468,8106
3469,3254
3469,4955
3470,2994
3470,5215
3472,1587
3472,6622
3475,2185
3475,6024
3476,1297
3476,6912
3478,3675
3478,4534
3479,3996
3479,4213
3481,3194
3481,5015
3484,4047
3484,4162
3486,3418
3486,4791
3488,3169
3488,5040
3490,4097
3490,4112
3494,225
3494,7984
3497,301
3497,7908
3498,2051
3498,6158
3501,3687
3501,4522
3503,757
3503,7452
3505,200
3505,8009
3506,4014
3506,4195
3507,39
3507,8170
3509,2357
3509,5852
3510,3463
3510,4746
3512,593
3512,7616
3515,2858
3515,5351
3517,1382
3517,6827
3518,1384
3518,6825
3519,711
3519,7498
3525,1110
3525,7099
3527,3826
3527,4383
3530,2260
3530,5949
3534,1790
3534,6419
3535,1775
3535,6434
3536,4073
3536,4136
3538,3226
3538,4983
3540,462
3540,7747
3541,2
3541,8207
3542,3168
3542,5041
3543,3226
3543,4983
3545,1964
3545,6245
3548,1224
3548,6985
3552,2373
3552,5836
3553,241
3553,7968
3554,2779
3554,5430
3555,1519
3555,6690
3556,2532
3556,5677
3557,1986
3557,6223
3559,2271
3559,5938
3563,1519
3563,6690
3564,2980
3564,5229
3569,389
3569,7820
3573,1434
3573,6775
3574,3542
3574,4667
3577,1081
3577,7128
3578,3681
3578,4528
3581,3640
3581,4569
3582,2336
3582,5873
3584,4057
3584,4152
3585,2286
3585,5923
3588,471
3588,7738
3594,2132
3594,6077
3595,3712
3595,4497
3597,1731
3597,6478
3598,1346
3598,6863
3600,1516
3600,6693
3603,2334
3603,5875
3605,1161
3605,7048
3607,499
3607,7710
3608,1210
3608,6999
3611,3507
3611,4702
3617,3960
3617,4249
3622,3560
3622,4649
3623,699
3623,7510
3625,2424
3625,5785
3635,96
3635,8113
3636,3312
3636,4897
3639,233
3639,7976
3641,2371
3641,5838
3642,1181
3642,7028
3643,682
3643,7527
3645,3543
3645,4666
3646,1494
3646,6715
3647,822
3647,7387
3649,3090
3649,5119
3652,2139
3652,6070
3653,2407
3653,5802
3654,153
3654,8056
3655,2903
3655,5306
3657,2092
3657,6117
3658,86
3658,8123
3659,1292
3659,6917
3663,3624
3663,4585
3665,1755
3665,6454
3670,443
3670,7766
3678,2624
3678,5585
3679,2807
3679,5402
3682,3027
3682,5182
3683,1350
3683,6859
3684,2302
3684,5907
3686,4018
3686,4191
3687,1042
3687,7167
3688,3868
3688,4341
3691,2546
3691,5663
3692,1579
3692,6630
3693,1224
3693,6985
3695,1933
3695,6276
3698,2385
3698,5824
3700,1978
3700,6231
3707,1681
3707,6528
3709,1159
3709,7050
3710,1544
3710,6665
3711,859
3711,7350
3712,1121
3712,7088
3713,736
3713,7473
3714,1978
3714,6231
3716,3425
3716,4784
3717,3279
3717,4930
3718,1649
3718,6560
3720,3276
3720,4933
3721,1803
3721,6406
3722,1390
3722,6819
3723,2442
3723,5767
3724,1034
3724,7175
3725,3289
3725,4920
3726,8
3726,8201
3728,74
3728,8135
3730,770
3730,7439
3731,1879
3731,6330
3736,54
3736,8155
3739,1279
3739,6930
3741,1623
3741,6586
3746,3325
3746,4884
3749,4104
3749,4105
3750,2021
3750,6188
3753,59
3753,8150
3754,3826
3754,4383
3756,580
3756,7629
3757,2032
3757,6177
3758,3245
3758,4964
3760,1019
3760,7190
3762,981
3762,7228
3763,1615
3763,6594
3765,3024
3765,5185
3766,829
3766,7380
3769,2275
3769,5934
3770,2750
3770,5459
3771,2695
3771,5514
3775,710
3775,7499
3779,1436
3779,6773
3781,459
3781,7750
3783,3996
3783,4213
3784,1677
3784,6532
3785,3289
3785,4920
3787,3628
3787,4581
3792,320
3792,7889
3793,3790
3793,4419
3796,885
3796,7324
3797,1480
3797,6729
3799,2458
3799,5751
3801,3784
3801,4425
3803,3792
3803,4417
3808,3021
3808,5188
3809,2122
3809,6087
3811,656
3811,7553
3813,2837
3813,5372
3816,1483
3816,6726
3818,683
3818,7526
3819,3370
3819,4839
3820,4069
3820,4140
3823,3162
3823,5047
3824,2811
3824,5398
3825,963
3825,7246
3827,2975
3827,5234
3828,1472
3828,6737
3829,1197
3829,7012
3832,396
3832,7813
3834,2071
3834,6138
3838,3087
3838,5122
3841,3074
3841,5135
3843,1374
3843,6835
3846,2656
3846,5553
3847,3393
3847,4816
3849,395
3849,7814
3850,3186
3850,5023
3852,1072
3852,7137
3854,3133
3854,5076
3855,2831
3855,5378
3857,221
3857,7988
3858,128
3858,8081
3860,2374
3860,5835
3864,1617
3864,6592
3865,3810
3865,4399
3868,2400
3868,5809
3869,176
3869,8033
3870,1145
3870,7064
3871,3837
3871,4372
3873,410
3873,7799
3876,2672
3876,5537
3879,1986
3879,6223
3881,3304
3881,4905
3882,2698
3882,5511
3885,2497
3885,5712
3887,2366
3887,5843
3888,3063
3888,5146
3889,585
3889,7624
3890,2676
3890,5533
3895,2884
3895,5325
3896,2385
3896,5824
3899,133
3899,8076
3901,3874
3901,4335
3906,1863
3906,6346
3910,3647
3910,4562
3911,2134
3911,6075
3913,3839
3913,4370
3914,1586
3914,6623
3916,225
3916,7984
3917,2390
3917,5819
3918,1390
3918,6819
3920,3407
3920,4802
3921,1785
3921,6424
3922,2375
3922,5834
3923,1359
3923,6850
3925,1703
3925,6506
3926,1170
3926,7039
3928,2759
3928,5450
3929,3405
3929,4804
3930,3612
3930,4597
3931,224
3931,7985
3932,2923
3932,5286
3933,262
3933,7947
3935,3876
3935,4333
3936,261
3936,7948
3937,2425
3937,5784
3938,188
3938,8021
3939,1216
3939,6993
3943,1710
3943,6499
3944,637
3944,7572
3947,2949
3947,5260
3949,1553
3949,6656
3953,947
3953,7262
3954,1354
3954,6855
3955,1442
3955,6767
3956,775
3956,7434
3959,3078
3959,5131
3960,913
3960,7296
3961,1300
3961,6909
3964,925
3964,7284
3965,893
3965,7316
3966,840
3966,7369
3969,121
3969,8088
3970,1182
3970,7027
3973,83
3973,8126
3974,4009
3974,4200
3976,3885
3976,4324
3982,1742
3982,6467
3984,2919
3984,5290
3987,175
3987,8034
3990,1028
3990,7181
3992,3159
3992,5050
3994,1741
3994,6468
3996,2266
3996,5943
3997,828
3997,7381
3998,716
3998,7493
4000,1810
4000,6399
4001,2991
4001,5218
4005,1814
4005,6395
4006,1175
4006,7034
4007,4029
4007,4180
4008,2327
4008,5882
4009,4101
4009,4108
4010,1574
4010,6635
4016,3721
4016,4488
4017,1649
4017,6560
4020,2015
4020,6194
4021,1265
4021,6944
4022,703
4022,7506
4026,645
4026,7564
4027,2616
4027,5593
4029,3541
4029,4668
4031,1985
4031,6224
4032,402
4032,7807
4035,3049
4035,5160
4036,1830
4036,6379
4038,542
4038,7667
4041,2202
4041,6007
4042,1142
4042,7067
4043,1389
4043,6820
4046,1722
4046,6487
4048,34
4048,8175
4051,664
4051,7545
4055,2017
4055,6192
4057,735
4057,7474
4059,627
4059,7582
4062,3912
4062,4297
4064,3739
4064,4470
4068,522
4068,7687
4069,1200
4069,7009
4071,324
4071,7885
4073,4054
4073,4155
4074,1467
4074,6742
4075,317
4075,7892
4080,680
4080,7529
4083,3058
4083,5151
4085,1516
4085,6693
4088,3155
4088,5054
4090,1416
4090,6793
4091,2225
4091,5984
4094,1183
4094,7026
4095,47
4095,8162
4096,2022
4096,6187
4097,2419
4097,5790
4098,2277
4098,5932
4099,2139
4099,6070
4102,1711
4102,6498
4103,3989
4103,4220
4108,2781
4108,5428
4109,3944
4109,4265
4112,1554
4112,6655
4113,3788
4113,4421
4114,762
4114,7447
4116,2831
4116,5378
4119,4102
4119,4107
4122,2714
4122,5495
4123,648
4123,7561
4126,1638
4126,6571
4130,1134
4130,7075
4132,3721
4132,4488
4134,3021
4134,5188
4135,2839
4135,5370
4136,1613
4136,6596
4142,22
4142,8187
4143,3839
4143,4370
4145,2034
4145,6175
4148,3383
4148,4826
4149,3593
4149,4616
4150,3074
4150,5135
4151,2546
4151,5663
4152,3183
4152,5026
4153,652
4153,7557
4154,3466
4154,4743
4156,151
4156,8058
4160,156
4160,8053
4161,1513
4161,6696
4164,1553
4164,6656
4165,3560
4165,4649
4166,2994
4166,5215
4167,3998
4167,4211
4168,2989
4168,5220
4169,1589
4169,6620
4174,1493
4174,6716
4176,1352
4176,6857
4177,1790
4177,6419
4178,2121
4178,6088
4179,882
4179,7327
4181,3987
4181,4222
4183,2796
4183,5413
4184,139
4184,8070
4185,1637
4185,6572
4186,2277
4186,5932
4187,2471
4187,5738
4188,521
4188,7688
4189,2544
4189,5665
4191,2102
4191,6107
4194,845
4194,7364
4195,441
4195,7768
4196,2309
4196,5900
4197,1375
4197,6834
4201,55
4201,8154
4205,3398
4205,4811
4206,3308
4206,4901
4207,625
4207,7584
4210,2655
4210,5554
4211,904
4211,7305
4212,1023
4212,7186
4213,3781
4213,4428
4215,3923
4215,4286
4221,3578
4221,4631
4222,3360
4222,4849
4223,3622
4223,4587
4225,1049
4225,7160
4230,1465
4230,6744
4231,0
4232,2259
4232,5950
4236,3573
4236,4636
4238,3682
4238,4527
4239,3642
4239,4567
4240,100
4240,8109
4241,494
4241,7715
4242,1517
4242,6692
4243,2123
4243,6086
4245,905
4245,7304
4248,1593
4248,6616
4251,2116
4251,6093
4252,406
4252,7803
4253,3881
4253,4328
4254,1346
4254,6863
4255,694
4255,7515
4256,712
4256,7497
4257,373
4257,7836
4259,987
4259,7222
4261,1885
4261,6324
4263,439
4263,7770
4265,1694
4265,6515
4266,469
4266,7740
4267,2891
4267,5318
4268,1097
4268,7112
4269,1206
4269,7003
4270,2140
4270,6069
4271,118
4271,8091
4272,1699
4272,6510
4274,487
4274,7722
4279,4016
4279,4193
4280,1376
4280,6833
4285,398
4285,7811
4286,3345
4286,4864
4287,3207
4287,5002
4288,1098
4288,7111
4289,90
4289,8119
4291,3471
4291,4738
4293,337
4293,7872
4294,1370
4294,6839
4295,657
4295,7552
4297,2113
4297,6096
4298,1439
4298,6770
4301,2465
4301,5744
4302,2582
4302,5627
4303,3302
4303,4907
4306,3139
4306,5070
4308,3608
4308,4601
4310,1832
4310,6377
4311,2319
4311,5890
4313,2086
4313,6123
4315,3779
4315,4430
4316,3172
4316,5037
4318,545
4318,7664
4319,3743
4319,4466
4320,1946
4320,6263
4323,2465
4323,5744
4324,1882
4324,6327
4325,443
4325,7766
4326,2235
4326,5974
4328,3161
4328,5048
4329,408
4329,7801
4330,3041
4330,5168
4331,3009
4331,5200
4332,1539
4332,6670
4335,2175
4335,6034
4337,3898
4337,4311
4339,3317
4339,4892
4342,3033
4342,5176
4346,4028
4346,4181
4349,61
4349,8148
4351,3303
4351,4906
4352,2184
4352,6025
4357,1386
4357,6823
4359,2622
4359,5587
4360,2074
4360,6135
4362,1936
4362,6273
4363,1355
4363,6854
4364,2965
4364,5244
4368,627
4368,7582
4369,2915
4369,5294
4370,618
4370,7591
4371,3215
4371,4994
4372,864
4372,7345
4376,2915
4376,5294
4379,2225
4379,5984
4381,3488
4381,4721
4383,1782
4383,6427
4385,2956
4385,5253
4386,976
4386,7233
4388,1658
4388,6551
4391,2296
4391,5913
4392,15
4392,8194
4393,3361
4393,4848
4396,3756
4396,4453
4397,3853
4397,4356
4399,543
4399,7666
4400,982
4400,7227
4401,317
4401,7892
4402,2555
4402,5654
4404,724
4404,7485
4405,2581
4405,5628
4406,4034
4406,4175
4407,2974
4407,5235
4408,1032
4408,7177
4409,582
4409,7627
4413,2562
4413,5647
4414,2726
4414,5483
4415,2319
4415,5890
4417,1938
4417,6271
4418,1121
4418,7088
4419,4074
4419,4135
4420,1582
4420,6627
4421,160
4421,8049
4422,3300
4422,4909
4426,1521
4426,6688
4434,2286
4434,5923
4440,4025
4440,4184
4441,2410
4441,5799
4442,2191
4442,6018
4443,1006
4443,7203
4444,702
4444,7507
4446,2953
4446,5256
4448,65
4448,8144
4450,2624
4450,5585
4451,3638
4451,4571
4455,3651
4455,4558
4456,3375
4456,4834
4458,2875
4458,5334
4460,2389
4460,5820
4462,2011
4462,6198
4463,3023
4463,5186
4464,1338
4464,6871
4465,629
4465,7580
4467,907
4467,7302
4470,197
4470,8012
4472,1544
4472,6665
4473,3577
4473,4632
4475,2054
4475,6155
4477,2137
4477,6072
4479,382
4479,7827
4481,3824
4481,4385
4482,790
4482,7419
4483,647
4483,7562
4487,3471
4487,4738
4488,573
4488,7636
4489,991
4489,7218
4493,1444
4493,6765
4502,2669
4502,5540
4507,901
4507,7308
4508,2256
4508,5953
4511,2086
4511,6123
4513,373
4513,7836
4515,11
4515,8198
4519,2602
4519,5607
4520,230
4520,7979
4521,168
4521,8041
4522,1816
4522,6393
4523,447
4523,7762
4524,1196
4524,7013
4525,2037
4525,6172
4526,1380
4526,6829
4527,1502
4527,6707
4532,2013
4532,6196
4533,3338
4533,4871
4534,1054
4534,7155
4535,1358
4535,6851
4538,3602
4538,4607
4540,1229
4540,6980
4541,2305
4541,5904
4546,595
4546,7614
4547,2175
4547,6034
4549,3533
4549,4676
4553,963
4553,7246
4554,1822
4554,6387
4559,2309
4559,5900
4560,784
4560,7425
4563,955
4563,7254
4565,1989
4565,6220
4566,1351
4566,6858
4568,134
4568,8075
4569,970
4569,7239
4570,1509
4570,6700
4571,1408
4571,6801
4572,2042
4572,6167
4574,414
4574,7795
4575,866
4575,7343
4576,938
4576,7271
4579,392
4579,7817
4580,810
4580,7399
4581,410
4581,7799
4583,1856
4583,6353
4585,609
4585,7600
4592,3766
4592,4443
4594,651
4594,7558
4595,3589
4595,4620
4596,3775
4596,4434
4600,4060
4600,4149
4604,1775
4604,6434
4606,2457
4606,5752
4607,2790
4607,5419
4608,3256
4608,4953
4610,1870
4610,6339
4611,1442
4611,6767
4612,3623
4612,4586
4615,2106
4615,6103
4617,2478
4617,5731
4618,3898
4618,4311
4623,455
4623,7754
4624,710
4624,7499
4625,1362
4625,6847
4626,3055
4626,5154
4627,2280
4627,5929
4629,1724
4629,6485
4630,1197
4630,7012
4632,3060
4632,5149
4635,2288
4635,5921
4636,722
4636,7487
4637,1349
4637,6860
4640,2085
4640,6124
4643,747
4643,7462
4646,614
4646,7595
4651,2116
4651,6093
4652,3041
4652,5168
4654,614
4654,7595
4655,616
4655,7593
4656,1188
4656,7021
4657,608
4657,7601
4659,2339
4659,5870
4660,486
4660,7723
4662,1856
4662,6353
4664,2861
4664,5348
4665,2069
4665,6140
4668,462
4668,7747
4669,2
4669,8207
4670,3011
4670,5198
4672,439
4672,7770
4674,1161
4674,7048
4675,402
4675,7807
4677,470
4677,7739
4678,3369
4678,4840
4682,3651
4682,4558
4687,2251
4687,5958
4688,907
4688,7302
4689,2381
4689,5828
4690,2696
4690,5513
4692,3382
4692,4827
4693,1637
4693,6572
4697,2342
4697,5867
4698,263
4698,7946
4699,1616
4699,6593
4702,177
4702,8032
4705,2442
4705,5767
4709,1110
4709,7099
4711,2728
4711,5481
4712,89
4712,8120
4715,337
4715,7872
4716,1219
4716,6990
4717,2417
4717,5792
4718,1579
4718,6630
4719,290
4719,7919
4721,788
4721,7421
4724,1180
4724,7029
4725,4076
4725,4133
4727,1352
4727,6857
4728,2104
4728,6105
4729,2137
4729,6072
4730,1521
4730,6688
4731,2804
4731,5405
4732,2328
4732,5881
4734,3182
4734,5027
4737,4044
4737,4165
4739,1389
4739,6820
4741,2494
4741,5715
4743,1864
4743,6345
4744,3307
4744,4902
4745,3100
4745,5109
4748,896
4748,7313
4750,1124
4750,7085
4751,3243
4751,4966
4752,2742
4752,5467
4753,2871
4753,5338
4754,2779
4754,5430
4757,3100
4757,5109
4759,515
4759,7694
4764,2923
4764,5286
4765,2820
4765,5389
4767,1771
4767,6438
4769,53
4769,8156
4772,2739
4772,5470
4774,790
4774,7419
4776,2623
4776,5586
4777,659
4777,7550
4778,3102
4778,5107
4785,87
4785,8122
4786,2010
4786,6199
4789,2572
4789,5637
4791,1587
4791,6622
4793,176
4793,8033
4794,3263
4794,4946
4798,3263
4798,4946
4800,1164
4800,7045
4801,3414
4801,4795
4802,3589
4802,4620
4803,87
4803,8122
4805,3877
4805,4332
4810,84
4810,8125
4811,1807
4811,6402
4813,2668
4813,5541
4814,3121
4814,5088
4815,2737
4815,5472
4819,1534
4819,6675
4820,1026
4820,7183
4821,1384
4821,6825
4822,2234
4822,5975
4823,1666
